comp_id,id,flag,spacecraft,time_start,time_end,time_pt_max,pt_max,b_max,np_max,v_min,v_max
|20||STEREO-A|2012-07-20 06:00:00|2012-07-20 22:43:00|2012-07-20 15:58:00|400|18|26.24|390|690
|21||STEREO-A|2012-08-01 16:51:00|2012-08-03 03:15:00|2012-08-02 13:52:00|170|17|50|295|480
|22||STEREO-A|2012-08-21 20:00:00|2012-08-23 11:10:00|2012-08-22 15:00:00|56|8.8|13.78|290|475
|23||STEREO-A|2012-08-23 18:16:00|2012-08-24 16:25:00|2012-08-24 04:29:00|55|9.5|12.92|325|470
|24||STEREO-A|2012-08-29 08:00:00|2012-09-03 08:00:00|2012-08-31 07:37:00|72|10.3|25.6|330|580
|25||STEREO-A|2012-09-05 03:00:00|2012-09-06 02:22:00|2012-09-05 13:40:00|125|12|39.93|315|478
|26||STEREO-A|2012-10-18 21:20:00|2012-10-19 10:39:00|2012-10-19 05:51:00|600|14.2|30|360|570
|27||STEREO-A|2012-10-31 13:42:00|2012-11-03 06:00:00|2012-11-02 08:34:00|39|7.5|6|350|510
|28||STEREO-A|2012-11-19 19:00:00|2012-11-20 23:00:00|2012-11-20 00:11:00|183|15|50|330|560
|29||STEREO-A|2012-12-06 03:40:00|2012-12-08 00:00:00|2012-12-06 22:38:00|130|11.5|20|280|400
|30||STEREO-A|2012-12-18 21:00:00|2012-12-20 06:00:00|2012-12-19 02:19:00|180|15.5|50|328|498
|31||STEREO-A|2012-12-20 22:00:00|2012-12-22 21:00:00|2012-12-21 22:54:00|86|9.3|22|380|515
|32||STEREO-A|2012-12-27 05:12:00|2012-12-29 14:00:00|2012-12-28 06:53:00|122|16|16.19|300|565
|1||STEREO-A|2013-01-05 18:00:00|2013-01-07 13:00:00|2013-01-06 04:13:00|85|8.5|30|285|400
|2||STEREO-A|2013-02-11 03:03:00|2013-02-12 00:00:00|2013-02-11 12:51:00|280|19|42|330|610
|3||STEREO-A|2013-03-10 06:55:00|2013-03-12 22:37:00|2013-03-10 20:23:00|110|13.5|30|320|590
|4||STEREO-A|2013-03-15 12:00:00|2013-03-19 18:00:00|2013-03-18 06:08:00|80|11.5|12|330|550
|5|?|STEREO-A|2013-03-22 15:30:00|2013-03-23 22:00:00|2013-03-23 11:15:00|70|9.3|13|300|380
|6||STEREO-A|2013-04-07 16:21:00|2013-04-08 08:41:00|2013-04-07 22:51:00|280|22|60|300|640
|7||STEREO-A|2013-04-18 16:00:00|2013-04-19 14:19:00|2013-04-19 08:16:00|120|12.3|14.98|385|580
|8||STEREO-A|2013-04-30 04:17:00|2013-05-01 03:52:00|2013-04-30 10:26:00|265|15|60|390|690
|9||STEREO-A|2013-05-06 00:00:00|2013-05-07 00:00:00|2013-05-06 11:59:00|220|16|32|380|650
|10||STEREO-A|2013-05-09 02:00:00|2013-05-11 12:00:00|2013-05-10 13:48:00|73|11|10|390|600
