gbm_id,time_start,time_peak,time_end,duration,rate_peak,total,detectors,trigger,rhessi_id
150306_0435|2015/03/06 04:35:38.000|2015/03/07 04:37:25.000|2015/03/07 05:32:35.000|3416|56410|14649552|n5 n1 n3 n4||15030612
150306_0656|2015/03/06 06:56:01.000|2015/03/07 06:58:41.000|2015/03/07 07:10:01.000|840|2834|302063|n5 n1 n3 n0||15030614
150306_1549|2015/03/06 15:49:31.000|2015/03/07 15:50:12.000|2015/03/07 15:51:58.000|147|12990|153652|n5 n1 n3 n4||15030637
150306_1600|2015/03/06 16:00:43.000|2015/03/07 16:01:44.000|2015/03/07 16:03:22.000|160|2700|86753|n0 n1 n3 n6||
150306_2108|2015/03/06 21:08:15.000|2015/03/07 21:08:48.000|2015/03/07 21:10:51.000|156|5910|132689|n5 n4 n3 n1||15030644
150307_0634|2015/03/07 06:34:31.000|2015/03/08 06:36:05.000|2015/03/08 06:37:14.000|164|1445|46895|n5 n3 n1 n4||15030707
150307_1359|2015/03/07 13:59:45.000|2015/03/08 14:00:47.000|2015/03/08 14:03:18.000|213|439|17836|n5 n4 n2 n3||
150307_1410|2015/03/07 14:10:57.000|2015/03/08 14:45:09.000|2015/03/08 14:50:53.000|2396|1239|267307|n1 n3 n5 n0||15030722
150307_1541|2015/03/07 15:41:20.000|2015/03/08 16:03:32.000|2015/03/08 16:32:20.000|3060|859|391877|n5 n3 n1 n4||15030727
150307_1707|2015/03/07 17:07:09.000|2015/03/08 17:12:00.000|2015/03/08 17:13:05.000|356|481|27217|n5 n4 n2 n3||15030729
150307_1727|2015/03/07 17:27:26.000|2015/03/08 17:28:03.000|2015/03/08 17:32:04.000|279|271|13402|n0 n1 n3 n6||
150307_1739|2015/03/07 17:39:59.000|2015/03/08 17:53:06.000|2015/03/08 17:54:28.000|868|1016|46961|n1 n3 n0 n5||15030734
150307_1852|2015/03/07 18:52:42.000|2015/03/08 19:11:32.000|2015/03/08 19:42:07.000|2966|642|316151|n5 n3 n1 n4||15030739
150307_2017|2015/03/07 20:17:54.000|2015/03/08 20:21:39.000|2015/03/08 20:24:14.000|381|370|24511|n5 n4 n2 n1||15030740
150307_2038|2015/03/07 20:38:10.000|2015/03/08 20:41:19.000|2015/03/08 20:42:55.000|286|430|69046|n0 n1 n3 n6|bn150307858|
150307_2057|2015/03/07 20:57:35.000|2015/03/08 20:58:24.000|2015/03/08 21:04:24.000|410|331|22260|n0 n1 n3 n6||15030744
150307_2153|2015/03/07 21:53:12.000|2015/03/08 22:12:37.000|2015/03/08 22:49:18.000|3366|293426|259943488|n5 n4 n3 n2|bn150307912|15030747
150307_2328|2015/03/07 23:28:35.000|2015/03/08 23:33:17.000|2015/03/08 00:16:06.000|2851|806|261539|n5 n4 n2 n3||15030748
150309_0013|2015/03/09 00:13:32.000|2015/03/10 00:14:28.000|2015/03/10 00:15:25.000|113|20593|594369|n5 n4 n2 n3|bn150309010|
