2002/07/16 17:50:00	2002/07/17 16:00:00	10030	19	01	234	Halo /15 2030	2002/07/15 20:08:00	X3	3b
2002/07/19 10:50:00	2002/07/19 15:15:00	0	\N	\N	13		\N	\N	\N
2002/07/22 06:55:00	2002/07/23 10:25:00	10039	\N	\N	28	Halo /20 2042	2002/07/20 21:30:00	X3	\N
2002/08/14 09:00:00	2002/08/14 16:20:00	10061	09	54	26	NW   /14 0206	2002/08/14 02:12:00	M2	1n
2002/08/22 04:40:00	2002/08/22 09:40:00	10069	-07	62	36	SW   /4 0200	2002/08/22 01:57:00	M5	2b
2002/08/24 01:40:00	2002/08/24 08:35:00	10069	-08	90	317	W    /24 0127	2002/08/24 01:12:00	X3	1f
2002/09/07 04:40:00	2002/09/07 16:50:00	10102	09	-28	208	Halo /05 1654	2002/09/05 17:06:00	C3	dsf
2002/11/09 19:20:00	2002/11/10 05:40:00	10180	-12	29	404	SW   /09 1331	2002/11/09 13:23:00	M4	2b
2003/05/28 23:35:00	2003/05/29 15:30:00	10365	-07	17	121	Halo /28 0050	2003/05/28 00:27:00	X3	2b
2003/05/31 04:40:00	2003/05/31 06:45:00	10365	-07	65	27	W    /31 0230	2003/05/31 02:24:00	M9	2b
2003/06/18 20:50:00	2003/06/19 04:50:00	10386	-08	-61	24	Halo /17 2230	2003/06/17 22:55:00	M6	\N
2003/10/26 18:25:00	2003/10/26 22:35:00	10484	02	38	466	Halo /26 1754	2003/10/26 18:19:00	X1	1n
2003/10/28 12:15:00	2003/10/29 06:15:00	10486	-16	-08	29500	Halo /28 1054	2003/10/28 11:10:00	X17	4b
2003/11/02 11:05:00	2003/11/03 08:15:00	0	\N	\N	1570	Halo /02 0954	\N	\N	\N
2003/11/04 22:25:00	2003/11/05 06:00:00	10486	-19	83	353	Halo /04 1954	2003/11/04 19:29:00	X28	3b
2003/11/21 23:55:00	2003/11/22 02:30:00	10501	02	17	13	SW  /21 0026	2003/11/20 23:53:00	M5	2b
2003/12/02 15:05:00	2003/12/02 17:30:00	0	\N	\N	86	Halo /02 1026	2003/12/02 09:48:00	C7	\N
2004/04/11 11:35:00	2004/04/11 18:45:00	10588	-14	47	35	SW  /11 0430	2004/04/11 04:19:00	C9	1f
2004/07/25 18:55:00	2004/07/26 22:50:00	10652	08	33	2086	Halo  /25 1514	2004/07/25 15:14:00	M1	1f
2004/09/13 21:05:00	2004/09/14 00:05:00	10672	04	-42	273	Halo  /12 0036	2004/09/12 00:56:00	M4	2n
2004/11/01 06:55:00	2004/11/01 08:05:00	0	\N	\N	63	W (farside) /01 0606	\N	\N	\N
2004/11/07 19:10:00	2004/11/08 01:15:00	10696	09	17	495	Halo  /07 1706	2004/11/07 00:00:00	X2	\N
2005/01/16 02:10:00	2005/01/17 17:50:00	10720	15	05	5040	Halo  /15 2306	2005/01/15 23:02:00	X2	\N
2005/05/14 05:25:00	2005/05/15 02:40:00	10759	12	-11	3140	Halo  /13 1722	2005/05/13 00:00:00	M8	2b
2005/06/16 22:00:00	2005/06/17 05:00:00	10775	09	87	44	West  /16 2003	2005/06/16 20:22:00	M4	\N
2005/07/14 02:45:00	2005/07/15 03:45:00	10786	10	80	134	Halo   /13 1430	2005/07/13 14:49:00	M5	\N
2005/07/27 23:00:00	2005/07/29 17:15:00	10792	11	-90	41	Halo  /27 0454	2005/07/27 05:02:00	M3	\N
2005/08/22 20:40:00	2005/08/23 10:45:00	10798	-12	60	330	Halo /22 1730	2005/08/22 17:27:00	M5	1n
2005/09/08 02:15:00	2005/09/11 04:25:00	10808	-06	-89	1880	East  /07 1723	2005/09/07 17:40:00	X17	3b
2006/12/06 15:55:00	2006/12/07 19:30:00	10930	-07	-79	1980	Halo	2006/12/06 10:35:00	X9	2n
2006/12/13 03:10:00	2006/12/13 09:25:00	10930	-05	23	698	Halo /13 0254	2006/12/13 02:40:00	X3	4b
